Unique_ID,Show_Name,Season,Episode,Line_Index,Start,End,Dialogue,Dialogue_lower,Dialogue_Set_Words,Dialogue_Words,Dialogue_Tokens_Text,Dialogue_Tokens_Lemmas,Dialogue_Tokens_POS_Tags,Dialogue_Lemmas_Pattern,Dialogue_POS_Tags_Pattern
Dark__S02E07.srt,Dark,Dark S02,Dark E07,2,"0:0:15,963","0:0:18,755",Der Mensch ist ein eigenartiges Geschöpf.,der mensch ist ein eigenartiges geschöpf.,"['ist', 'der', 'ein', 'geschöpf', 'mensch', 'eigenartiges']","['Der', 'Mensch', 'ist', 'ein', 'eigenartiges', 'Geschöpf']","['Der', 'Mensch', 'ist', 'ein', 'eigenartiges', 'Geschöpf', '.']","['der', 'Mensch', 'sein', 'einen', 'eigenartig', 'Geschöpf', '.']","['DET', 'NOUN', 'AUX', 'DET', 'ADJ', 'NOUN', 'PUNCT']",der Mensch sein einen eigenartig Geschöpf .,DET NOUN AUX DET ADJ NOUN PUNCT
Dark__S02E07.srt,Dark,Dark S02,Dark E07,3,"0:0:22,47","0:0:24,797","All sein Handeln ist motiviert aus Verlangen,","all sein handeln ist motiviert aus verlangen,","['sein', 'verlangen', 'ist', 'aus', 'handeln', 'motiviert', 'all']","['All', 'sein', 'Handeln', 'ist', 'motiviert', 'aus', 'Verlangen']","['All', 'sein', 'Handeln', 'ist', 'motiviert', 'aus', 'Verlangen', ',']","['All', 'mein', 'Handeln', 'sein', 'motivieren', 'aus', 'Verlangen', ',']","['NOUN', 'DET', 'NOUN', 'AUX', 'VERB', 'ADP', 'NOUN', 'PUNCT']","All mein Handeln sein motivieren aus Verlangen ,",NOUN DET NOUN AUX VERB ADP NOUN PUNCT
Dark__S02E07.srt,Dark,Dark S02,Dark E07,4,"0:0:27,755","0:0:30,172",sein Charakter geschmiedet aus Schmerz.,sein charakter geschmiedet aus schmerz.,"['schmerz', 'sein', 'charakter', 'geschmiedet', 'aus']","['sein', 'Charakter', 'geschmiedet', 'aus', 'Schmerz']","['sein', 'Charakter', 'geschmiedet', 'aus', 'Schmerz', '.']","['mein', 'Charakter', 'schmieden', 'aus', 'Schmerz', '.']","['DET', 'NOUN', 'VERB', 'ADP', 'NOUN', 'PUNCT']",mein Charakter schmieden aus Schmerz .,DET NOUN VERB ADP NOUN PUNCT
Dark__S02E07.srt,Dark,Dark S02,Dark E07,5,"0:0:37,380","0:0:40,588","So sehr er auch versucht, den Schmerz zu verdrängen,","so sehr er auch versucht, den schmerz zu verdrängen,","['schmerz', 'so', 'versucht', 'sehr', 'auch', 'verdrängen', 'den', 'zu', 'er']","['So', 'sehr', 'er', 'auch', 'versucht', 'den', 'Schmerz', 'zu', 'verdrängen']","['So', 'sehr', 'er', 'auch', 'versucht', ',', 'den', 'Schmerz', 'zu', 'verdrängen', ',']","['so', 'sehr', 'ich', 'auch', 'versuchen', ',', 'der', 'Schmerz', 'zu', 'verdrängen', ',']","['ADV', 'ADV', 'PRON', 'ADV', 'VERB', 'PUNCT', 'DET', 'NOUN', 'PART', 'VERB', 'PUNCT']","so sehr ich auch versuchen , der Schmerz zu verdrängen ,",ADV ADV PRON ADV VERB PUNCT DET NOUN PART VERB PUNCT
Dark__S02E07.srt,Dark,Dark S02,Dark E07,6,"0:0:42,213","0:0:44,88","das Verlangen zu unterdrücken,","das verlangen zu unterdrücken,","['zu', 'verlangen', 'unterdrücken', 'das']","['das', 'Verlangen', 'zu', 'unterdrücken']","['das', 'Verlangen', 'zu', 'unterdrücken', ',']","['der', 'Verlangen', 'zu', 'unterdrücken', ',']","['DET', 'NOUN', 'PART', 'VERB', 'PUNCT']","der Verlangen zu unterdrücken ,",DET NOUN PART VERB PUNCT
Dark__S02E07.srt,Dark,Dark S02,Dark E07,7,"0:0:46,255","0:0:48,630",so wenig kann er sich doch freimachen,so wenig kann er sich doch freimachen,"['doch', 'so', 'wenig', 'freimachen', 'sich', 'kann', 'er']","['so', 'wenig', 'kann', 'er', 'sich', 'doch', 'freimachen']","['so', 'wenig', 'kann', 'er', 'sich', 'doch', 'freimachen']","['so', 'wenig', 'können', 'ich', 'sich', 'doch', 'freimachen']","['ADV', 'ADV', 'AUX', 'PRON', 'PRON', 'ADV', 'VERB']",so wenig können ich sich doch freimachen,ADV ADV AUX PRON PRON ADV VERB
Dark__S02E07.srt,Dark,Dark S02,Dark E07,8,"0:0:49,297","0:0:51,880",von der ewigen Knechtschaft seiner Gefühle.,von der ewigen knechtschaft seiner gefühle.,"['der', 'ewigen', 'seiner', 'gefühle', 'knechtschaft', 'von']","['von', 'der', 'ewigen', 'Knechtschaft', 'seiner', 'Gefühle']","['von', 'der', 'ewigen', 'Knechtschaft', 'seiner', 'Gefühle', '.']","['von', 'der', 'ewig', 'Knechtschaft', 'sich', 'Gefühl', '.']","['ADP', 'DET', 'ADJ', 'NOUN', 'DET', 'NOUN', 'PUNCT']",von der ewig Knechtschaft sich Gefühl .,ADP DET ADJ NOUN DET NOUN PUNCT
Dark__S02E07.srt,Dark,Dark S02,Dark E07,9,"0:0:57,505","0:1:0,5","Denn solange der Sturm in ihm tobt,","denn solange der sturm in ihm tobt,","['sturm', 'der', 'in', 'denn', 'ihm', 'solange', 'tobt']","['Denn', 'solange', 'der', 'Sturm', 'in', 'ihm', 'tobt']","['Denn', 'solange', 'der', 'Sturm', 'in', 'ihm', 'tobt', ',']","['denn', 'solange', 'der', 'Sturm', 'in', 'ich', 'toben', ',']","['CCONJ', 'SCONJ', 'DET', 'NOUN', 'ADP', 'PRON', 'VERB', 'PUNCT']","denn solange der Sturm in ich toben ,",CCONJ SCONJ DET NOUN ADP PRON VERB PUNCT
Dark__S02E07.srt,Dark,Dark S02,Dark E07,10,"0:1:1,713","0:1:3,547",kann er keinen Frieden finden.,kann er keinen frieden finden.,"['keinen', 'finden', 'frieden', 'kann', 'er']","['kann', 'er', 'keinen', 'Frieden', 'finden']","['kann', 'er', 'keinen', 'Frieden', 'finden', '.']","['können', 'ich', 'kein', 'Friede', 'finden', '.']","['AUX', 'PRON', 'DET', 'NOUN', 'VERB', 'PUNCT']",können ich kein Friede finden .,AUX PRON DET NOUN VERB PUNCT
Dark__S02E07.srt,Dark,Dark S02,Dark E07,11,"0:1:5,338","0:1:6,963","Nicht im Leben,","nicht im leben,","['nicht', 'im', 'leben']","['Nicht', 'im', 'Leben']","['Nicht', 'im', 'Leben', ',']","['Nicht', 'im', 'Leben', ',']","['PART', 'ADP', 'NOUN', 'PUNCT']","Nicht im Leben ,",PART ADP NOUN PUNCT
Dark__S02E07.srt,Dark,Dark S02,Dark E07,12,"0:1:9,297","0:1:10,880",nicht im Tod.,nicht im tod.,"['nicht', 'im', 'tod']","['nicht', 'im', 'Tod']","['nicht', 'im', 'Tod', '.']","['nicht', 'im', 'Tod', '.']","['PART', 'ADP', 'NOUN', 'PUNCT']",nicht im Tod .,PART ADP NOUN PUNCT
Dark__S02E07.srt,Dark,Dark S02,Dark E07,13,"0:1:13,922","0:1:17,172","Und so wird er Tag für Tag alles tun, was nötig ist.","und so wird er tag für tag alles tun, was nötig ist.","['so', 'für', 'was', 'tun', 'ist', 'wird', 'alles', 'nötig', 'und', 'er', 'tag']","['Und', 'so', 'wird', 'er', 'Tag', 'für', 'Tag', 'alles', 'tun', 'was', 'nötig', 'ist']","['Und', 'so', 'wird', 'er', 'Tag', 'für', 'Tag', 'alles', 'tun', ',', 'was', 'nötig', 'ist', '.']","['und', 'so', 'werden', 'ich', 'Tag', 'für', 'Tag', 'alle', 'tun', ',', 'was', 'nötigen', 'sein', '.']","['CCONJ', 'ADV', 'AUX', 'PRON', 'NOUN', 'ADP', 'NOUN', 'PRON', 'VERB', 'PUNCT', 'PRON', 'ADV', 'AUX', 'PUNCT']","und so werden ich Tag für Tag alle tun , was nötigen sein .",CCONJ ADV AUX PRON NOUN ADP NOUN PRON VERB PUNCT PRON ADV AUX PUNCT
Dark__S02E07.srt,Dark,Dark S02,Dark E07,14,"0:1:18,130","0:1:19,755","Der Schmerz sein Schiff,","der schmerz sein schiff,","['schmerz', 'der', 'sein', 'schiff']","['Der', 'Schmerz', 'sein', 'Schiff']","['Der', 'Schmerz', 'sein', 'Schiff', ',']","['der', 'Schmerz', 'mein', 'Schiff', ',']","['DET', 'NOUN', 'DET', 'NOUN', 'PUNCT']","der Schmerz mein Schiff ,",DET NOUN DET NOUN PUNCT
Dark__S02E07.srt,Dark,Dark S02,Dark E07,15,"0:1:21,213","0:1:22,922",das Verlangen sein Kompass.,das verlangen sein kompass.,"['kompass', 'sein', 'verlangen', 'das']","['das', 'Verlangen', 'sein', 'Kompass']","['das', 'Verlangen', 'sein', 'Kompass', '.']","['der', 'Verlangen', 'mein', 'Kompass', '.']","['DET', 'NOUN', 'DET', 'NOUN', 'PUNCT']",der Verlangen mein Kompass .,DET NOUN DET NOUN PUNCT
Dark__S02E07.srt,Dark,Dark S02,Dark E07,16,"0:1:26,713","0:1:29,47",Wozu der Mensch doch fähig ist.,wozu der mensch doch fähig ist.,"['doch', 'ist', 'der', 'mensch', 'wozu', 'fähig']","['Wozu', 'der', 'Mensch', 'doch', 'fähig', 'ist']","['Wozu', 'der', 'Mensch', 'doch', 'fähig', 'ist', '.']","['wozu', 'der', 'Mensch', 'doch', 'fähig', 'sein', '.']","['ADV', 'DET', 'NOUN', 'ADV', 'ADV', 'AUX', 'PUNCT']",wozu der Mensch doch fähig sein .,ADV DET NOUN ADV ADV AUX PUNCT
Dark__S02E07.srt,Dark,Dark S02,Dark E07,35,"0:3:7,5","0:3:9,338","Die Tote ist 1,72 m.","die tote ist 1,72 m.","['ist', 'm.', 'die', 'tote', '1,72']","['Die', 'Tote', 'ist', '1,72', 'm.']","['Die', 'Tote', 'ist', '1,72', 'm.']","['der', 'Tote', 'sein', '1,72', 'm.']","['DET', 'NOUN', 'AUX', 'NUM', 'ADV']","der Tote sein 1,72 m.",DET NOUN AUX NUM ADV
Dark__S02E07.srt,Dark,Dark S02,Dark E07,36,"0:3:9,422","0:3:11,547",Europide Rasse.,europide rasse.,"['europide', 'rasse']","['Europide', 'Rasse']","['Europide', 'Rasse', '.']","['Europide', 'Rasse', '.']","['PROPN', 'PROPN', 'PUNCT']",Europide Rasse .,PROPN PROPN PUNCT
