Unique_ID,Show_Name,Season,Episode,Line_Index,Start,End,Dialogue,Dialogue_lower,Dialogue_Set_Words,Dialogue_Words,Dialogue_Tokens_Text,Dialogue_Tokens_Lemmas,Dialogue_Tokens_POS_Tags,Dialogue_Lemmas_Pattern,Dialogue_POS_Tags_Pattern
Dark__S01E05.srt,Dark,Dark S01,Dark E05,24,"0:3:6,417","0:3:8,458",Kreis Winden.,kreis winden.,"['kreis', 'winden']","['Kreis', 'Winden']","['Kreis', 'Winden', '.']","['Kreis', 'Winde', '.']","['NOUN', 'PROPN', 'PUNCT']",Kreis Winde .,NOUN PROPN PUNCT
Dark__S01E05.srt,Dark,Dark S01,Dark E05,25,"0:3:8,542","0:3:11,292",Ein neuer Vermisstenfall erschüttert die Stadt.,ein neuer vermisstenfall erschüttert die stadt.,"['erschüttert', 'stadt', 'ein', 'die', 'neuer', 'vermisstenfall']","['Ein', 'neuer', 'Vermisstenfall', 'erschüttert', 'die', 'Stadt']","['Ein', 'neuer', 'Vermisstenfall', 'erschüttert', 'die', 'Stadt', '.']","['Ein', 'neu', 'Vermisstenfall', 'erschüttern', 'der', 'Stadt', '.']","['DET', 'ADJ', 'NOUN', 'VERB', 'DET', 'NOUN', 'PUNCT']",Ein neu Vermisstenfall erschüttern der Stadt .,DET ADJ NOUN VERB DET NOUN PUNCT
Dark__S01E05.srt,Dark,Dark S01,Dark E05,26,"0:3:11,375","0:3:14,208",Ein Neunjähriger gilt als verschwunden.,ein neunjähriger gilt als verschwunden.,"['gilt', 'neunjähriger', 'ein', 'verschwunden', 'als']","['Ein', 'Neunjähriger', 'gilt', 'als', 'verschwunden']","['Ein', 'Neunjähriger', 'gilt', 'als', 'verschwunden', '.']","['Ein', 'Neunjähriger', 'gelten', 'als', 'verschwinden', '.']","['DET', 'NOUN', 'VERB', 'ADP', 'ADV', 'PUNCT']",Ein Neunjähriger gelten als verschwinden .,DET NOUN VERB ADP ADV PUNCT
Dark__S01E05.srt,Dark,Dark S01,Dark E05,27,"0:3:14,292","0:3:17,500",Die Polizei gab bisher noch keine Stellungnahme ab.,die polizei gab bisher noch keine stellungnahme ab.,"['keine', 'polizei', 'stellungnahme', 'bisher', 'die', 'ab', 'gab', 'noch']","['Die', 'Polizei', 'gab', 'bisher', 'noch', 'keine', 'Stellungnahme', 'ab']","['Die', 'Polizei', 'gab', 'bisher', 'noch', 'keine', 'Stellungnahme', 'ab', '.']","['der', 'Polizei', 'geben', 'bisher', 'noch', 'kein', 'Stellungnahme', 'ab', '.']","['DET', 'NOUN', 'VERB', 'ADV', 'ADV', 'DET', 'NOUN', 'ADP', 'PUNCT']",der Polizei geben bisher noch kein Stellungnahme ab .,DET NOUN VERB ADV ADV DET NOUN ADP PUNCT
Dark__S01E05.srt,Dark,Dark S01,Dark E05,28,"0:3:17,583","0:3:19,292","Es ist aber zu vermuten,","es ist aber zu vermuten,","['ist', 'aber', 'vermuten', 'zu', 'es']","['Es', 'ist', 'aber', 'zu', 'vermuten']","['Es', 'ist', 'aber', 'zu', 'vermuten', ',']","['ich', 'sein', 'aber', 'zu', 'vermuten', ',']","['PRON', 'AUX', 'ADV', 'PART', 'VERB', 'PUNCT']","ich sein aber zu vermuten ,",PRON AUX ADV PART VERB PUNCT
Dark__S01E05.srt,Dark,Dark S01,Dark E05,29,"0:3:19,375","0:3:23,875",dass auch dieser Fall mit zwei weiteren vermissten Kindern zu tun hat.,dass auch dieser fall mit zwei weiteren vermissten kindern zu tun hat.,"['zwei', 'tun', 'auch', 'vermissten', 'dieser', 'kindern', 'dass', 'weiteren', 'fall', 'zu', 'mit', 'hat']","['dass', 'auch', 'dieser', 'Fall', 'mit', 'zwei', 'weiteren', 'vermissten', 'Kindern', 'zu', 'tun', 'hat']","['dass', 'auch', 'dieser', 'Fall', 'mit', 'zwei', 'weiteren', 'vermissten', 'Kindern', 'zu', 'tun', 'hat', '.']","['dass', 'auch', 'dies', 'Fall', 'mit', 'zwei', 'weit', 'vermissten', 'Kind', 'zu', 'tun', 'haben', '.']","['SCONJ', 'ADV', 'DET', 'NOUN', 'ADP', 'NUM', 'ADJ', 'ADJ', 'NOUN', 'PART', 'VERB', 'AUX', 'PUNCT']",dass auch dies Fall mit zwei weit vermissten Kind zu tun haben .,SCONJ ADV DET NOUN ADP NUM ADJ ADJ NOUN PART VERB AUX PUNCT
Dark__S01E05.srt,Dark,Dark S01,Dark E05,30,"0:3:23,958","0:3:26,833",Der letzte Vermisstenfall liegt drei Tage zurück.,der letzte vermisstenfall liegt drei tage zurück.,"['zurück', 'tage', 'der', 'drei', 'liegt', 'letzte', 'vermisstenfall']","['Der', 'letzte', 'Vermisstenfall', 'liegt', 'drei', 'Tage', 'zurück']","['Der', 'letzte', 'Vermisstenfall', 'liegt', 'drei', 'Tage', 'zurück', '.']","['der', 'letzte', 'Vermisstenfall', 'liegen', 'drei', 'Tag', 'zurück', '.']","['DET', 'ADJ', 'NOUN', 'VERB', 'NUM', 'NOUN', 'ADV', 'PUNCT']",der letzte Vermisstenfall liegen drei Tag zurück .,DET ADJ NOUN VERB NUM NOUN ADV PUNCT
Dark__S01E05.srt,Dark,Dark S01,Dark E05,31,"0:3:28,708","0:3:31,792","Du weißt, was mit Erik und Mikkel ist?","du weißt, was mit erik und mikkel ist?","['erik', 'was', 'mikkel', 'ist', 'du', 'weißt', 'und', 'mit']","['Du', 'weißt', 'was', 'mit', 'Erik', 'und', 'Mikkel', 'ist']","['Du', 'weißt', ',', 'was', 'mit', 'Erik', 'und', 'Mikkel', 'ist', '?']","['Du', 'wissen', ',', 'was', 'mit', 'Erik', 'und', 'Mikkel', 'sein', '?']","['PRON', 'VERB', 'PUNCT', 'PRON', 'ADP', 'PROPN', 'CCONJ', 'PROPN', 'AUX', 'PUNCT']","Du wissen , was mit Erik und Mikkel sein ?",PRON VERB PUNCT PRON ADP PROPN CCONJ PROPN AUX PUNCT
Dark__S01E05.srt,Dark,Dark S01,Dark E05,32,"0:3:31,875","0:3:33,500",Verschwunden.,verschwunden.,['verschwunden'],['Verschwunden'],"['Verschwunden', '.']","['Verschwunden', '.']","['NOUN', 'PUNCT']",Verschwunden .,NOUN PUNCT
Dark__S01E05.srt,Dark,Dark S01,Dark E05,33,"0:3:33,958","0:3:36,375",Das Gleiche ist mit Yasin passiert.,das gleiche ist mit yasin passiert.,"['ist', 'das', 'passiert', 'yasin', 'mit', 'gleiche']","['Das', 'Gleiche', 'ist', 'mit', 'Yasin', 'passiert']","['Das', 'Gleiche', 'ist', 'mit', 'Yasin', 'passiert', '.']","['der', 'gleichen', 'sein', 'mit', 'Yasin', 'passieren', '.']","['DET', 'NOUN', 'AUX', 'ADP', 'NOUN', 'VERB', 'PUNCT']",der gleichen sein mit Yasin passieren .,DET NOUN AUX ADP NOUN VERB PUNCT
