Unique_ID,Show_Name,Season,Episode,Line_Index,Start,End,Dialogue,Dialogue_lower,Dialogue_Set_Words,Dialogue_Words,Dialogue_Tokens_Text,Dialogue_Tokens_Lemmas,Dialogue_Tokens_POS_Tags,Dialogue_Lemmas_Pattern,Dialogue_POS_Tags_Pattern
Dark__S03E05.srt,Dark,Dark S03,Dark E05,6,"0:0:56,0","0:0:57,792",Warum sterben wir?,warum sterben wir?,"['warum', 'wir', 'sterben']","['Warum', 'sterben', 'wir']","['Warum', 'sterben', 'wir', '?']","['warum', 'sterben', 'ich', '?']","['ADV', 'VERB', 'PRON', 'PUNCT']",warum sterben ich ?,ADV VERB PRON PUNCT
Dark__S03E05.srt,Dark,Dark S03,Dark E05,7,"0:1:0,167","0:1:1,708",Was ist der Tod?,was ist der tod?,"['der', 'was', 'tod', 'ist']","['Was', 'ist', 'der', 'Tod']","['Was', 'ist', 'der', 'Tod', '?']","['Was', 'sein', 'der', 'Tod', '?']","['PRON', 'AUX', 'DET', 'NOUN', 'PUNCT']",Was sein der Tod ?,PRON AUX DET NOUN PUNCT
Dark__S03E05.srt,Dark,Dark S03,Dark E05,8,"0:1:4,125","0:1:8,792","Und könnten wir ihm entkommen, wenn wir wüssten, wann er uns erwartet?","und könnten wir ihm entkommen, wenn wir wüssten, wann er uns erwartet?","['erwartet', 'wir', 'ihm', 'entkommen', 'wenn', 'wüssten', 'uns', 'könnten', 'und', 'er', 'wann']","['Und', 'könnten', 'wir', 'ihm', 'entkommen', 'wenn', 'wir', 'wüssten', 'wann', 'er', 'uns', 'erwartet']","['Und', 'könnten', 'wir', 'ihm', 'entkommen', ',', 'wenn', 'wir', 'wüssten', ',', 'wann', 'er', 'uns', 'erwartet', '?']","['und', 'können', 'ich', 'ich', 'entkommen', ',', 'wenn', 'ich', 'wüssten', ',', 'wann', 'ich', 'sich', 'erwarten', '?']","['CCONJ', 'AUX', 'PRON', 'PRON', 'VERB', 'PUNCT', 'SCONJ', 'PRON', 'VERB', 'PUNCT', 'SCONJ', 'PRON', 'PRON', 'VERB', 'PUNCT']","und können ich ich entkommen , wenn ich wüssten , wann ich sich erwarten ?",CCONJ AUX PRON PRON VERB PUNCT SCONJ PRON VERB PUNCT SCONJ PRON PRON VERB PUNCT
Dark__S03E05.srt,Dark,Dark S03,Dark E05,9,"0:1:11,583","0:1:15,708",Ist der Zeitpunkt unseres Abschieds vorherbestimmt?,ist der zeitpunkt unseres abschieds vorherbestimmt?,"['vorherbestimmt', 'zeitpunkt', 'ist', 'der', 'unseres', 'abschieds']","['Ist', 'der', 'Zeitpunkt', 'unseres', 'Abschieds', 'vorherbestimmt']","['Ist', 'der', 'Zeitpunkt', 'unseres', 'Abschieds', 'vorherbestimmt', '?']","['sein', 'der', 'Zeitpunkt', 'mein', 'Abschied', 'vorherbestimmt', '?']","['AUX', 'DET', 'NOUN', 'DET', 'NOUN', 'VERB', 'PUNCT']",sein der Zeitpunkt mein Abschied vorherbestimmt ?,AUX DET NOUN DET NOUN VERB PUNCT
Dark__S03E05.srt,Dark,Dark S03,Dark E05,10,"0:1:17,917","0:1:21,542",Unser Sterben Teil eines unendlichen Uhrwerks?,unser sterben teil eines unendlichen uhrwerks?,"['teil', 'eines', 'sterben', 'unser', 'uhrwerks', 'unendlichen']","['Unser', 'Sterben', 'Teil', 'eines', 'unendlichen', 'Uhrwerks']","['Unser', 'Sterben', 'Teil', 'eines', 'unendlichen', 'Uhrwerks', '?']","['sich', 'Sterben', 'Teil', 'ein', 'unendlichen', 'Uhrwerks', '?']","['DET', 'NOUN', 'NOUN', 'DET', 'ADJ', 'NOUN', 'PUNCT']",sich Sterben Teil ein unendlichen Uhrwerks ?,DET NOUN NOUN DET ADJ NOUN PUNCT
Dark__S03E05.srt,Dark,Dark S03,Dark E05,11,"0:1:25,167","0:1:28,42",Uns allen ist eine Wahrheit gemein.,uns allen ist eine wahrheit gemein.,"['wahrheit', 'ist', 'allen', 'eine', 'uns', 'gemein']","['Uns', 'allen', 'ist', 'eine', 'Wahrheit', 'gemein']","['Uns', 'allen', 'ist', 'eine', 'Wahrheit', 'gemein', '.']","['sich', 'alle', 'sein', 'einen', 'Wahrheit', 'gemein', '.']","['PRON', 'PRON', 'AUX', 'DET', 'NOUN', 'ADV', 'PUNCT']",sich alle sein einen Wahrheit gemein .,PRON PRON AUX DET NOUN ADV PUNCT
Dark__S03E05.srt,Dark,Dark S03,Dark E05,12,"0:1:28,792","0:1:32,42","Wir werden geboren, und wir sterben.","wir werden geboren, und wir sterben.","['geboren', 'wir', 'werden', 'sterben', 'und']","['Wir', 'werden', 'geboren', 'und', 'wir', 'sterben']","['Wir', 'werden', 'geboren', ',', 'und', 'wir', 'sterben', '.']","['ich', 'werden', 'gebären', ',', 'und', 'ich', 'sterben', '.']","['PRON', 'AUX', 'VERB', 'PUNCT', 'CCONJ', 'PRON', 'VERB', 'PUNCT']","ich werden gebären , und ich sterben .",PRON AUX VERB PUNCT CCONJ PRON VERB PUNCT
Dark__S03E05.srt,Dark,Dark S03,Dark E05,14,"0:1:37,583","0:1:41,42","Gleichgültig, wie unser Weg dazwischen aussieht.","gleichgültig, wie unser weg dazwischen aussieht.","['weg', 'gleichgültig', 'wie', 'unser', 'dazwischen', 'aussieht']","['Gleichgültig', 'wie', 'unser', 'Weg', 'dazwischen', 'aussieht']","['Gleichgültig', ',', 'wie', 'unser', 'Weg', 'dazwischen', 'aussieht', '.']","['Gleichgültig', ',', 'wie', 'sich', 'Weg', 'dazwischen', 'aussehen', '.']","['ADV', 'PUNCT', 'SCONJ', 'DET', 'NOUN', 'ADV', 'VERB', 'PUNCT']","Gleichgültig , wie sich Weg dazwischen aussehen .",ADV PUNCT SCONJ DET NOUN ADV VERB PUNCT
Dark__S03E05.srt,Dark,Dark S03,Dark E05,34,"0:3:20,208","0:3:23,500",Dein Weg wird dich immer hierher führen.,dein weg wird dich immer hierher führen.,"['hierher', 'weg', 'führen', 'immer', 'dich', 'dein', 'wird']","['Dein', 'Weg', 'wird', 'dich', 'immer', 'hierher', 'führen']","['Dein', 'Weg', 'wird', 'dich', 'immer', 'hierher', 'führen', '.']","['mein', 'Weg', 'werden', 'sich', 'immer', 'hierher', 'fahren', '.']","['DET', 'NOUN', 'AUX', 'PRON', 'ADV', 'ADV', 'VERB', 'PUNCT']",mein Weg werden sich immer hierher fahren .,DET NOUN AUX PRON ADV ADV VERB PUNCT
Dark__S03E05.srt,Dark,Dark S03,Dark E05,35,"0:3:25,750","0:3:29,250","Zu Elisabeth, zu mir.","zu elisabeth, zu mir.","['zu', 'elisabeth', 'mir']","['Zu', 'Elisabeth', 'zu', 'mir']","['Zu', 'Elisabeth', ',', 'zu', 'mir', '.']","['zu', 'Elisabeth', ',', 'zu', 'sich', '.']","['ADP', 'PROPN', 'PUNCT', 'ADP', 'PRON', 'PUNCT']","zu Elisabeth , zu sich .",ADP PROPN PUNCT ADP PRON PUNCT
