Unique_ID,Show_Name,Season,Episode,Line_Index,Start,End,Dialogue,Dialogue_lower,Dialogue_Set_Words,Dialogue_Words,Dialogue_Tokens_Text,Dialogue_Tokens_Lemmas,Dialogue_Tokens_POS_Tags,Dialogue_Lemmas_Pattern,Dialogue_POS_Tags_Pattern
Dark__S01E08.srt,Dark,Dark S01,Dark E08,5,"0:1:21,167","0:1:24,833","Danke, dass du so schnell da warst, Egon.","danke, dass du so schnell da warst, egon.","['so', 'egon', 'du', 'warst', 'dass', 'danke', 'da', 'schnell']","['Danke', 'dass', 'du', 'so', 'schnell', 'da', 'warst', 'Egon']","['Danke', ',', 'dass', 'du', 'so', 'schnell', 'da', 'warst', ',', 'Egon', '.']","['Dank', ',', 'dass', 'du', 'so', 'schnellen', 'da', 'sein', ',', 'Egon', '.']","['NOUN', 'PUNCT', 'SCONJ', 'PRON', 'ADV', 'ADV', 'ADV', 'ADV', 'PUNCT', 'PROPN', 'PUNCT']","Dank , dass du so schnellen da sein , Egon .",NOUN PUNCT SCONJ PRON ADV ADV ADV ADV PUNCT PROPN PUNCT
Dark__S01E08.srt,Dark,Dark S01,Dark E08,6,"0:1:24,917","0:1:27,583",Die Arbeiter fanden diese beiden Leichen.,die arbeiter fanden diese beiden leichen.,"['die', 'fanden', 'arbeiter', 'leichen', 'diese', 'beiden']","['Die', 'Arbeiter', 'fanden', 'diese', 'beiden', 'Leichen']","['Die', 'Arbeiter', 'fanden', 'diese', 'beiden', 'Leichen', '.']","['der', 'Arbeiter', 'finden', 'dies', 'beid', 'Leiche', '.']","['DET', 'NOUN', 'VERB', 'DET', 'DET', 'NOUN', 'PUNCT']",der Arbeiter finden dies beid Leiche .,DET NOUN VERB DET DET NOUN PUNCT
Dark__S01E08.srt,Dark,Dark S01,Dark E08,8,"0:1:34,208","0:1:35,542",Das sind ja noch Kinder.,das sind ja noch kinder.,"['kinder', 'das', 'ja', 'sind', 'noch']","['Das', 'sind', 'ja', 'noch', 'Kinder']","['Das', 'sind', 'ja', 'noch', 'Kinder', '.']","['der', 'sein', 'ja', 'noch', 'Kind', '.']","['PRON', 'AUX', 'ADV', 'ADV', 'NOUN', 'PUNCT']",der sein ja noch Kind .,PRON AUX ADV ADV NOUN PUNCT
Dark__S01E08.srt,Dark,Dark S01,Dark E08,9,"0:1:35,625","0:1:38,542","Die sehen seltsam aus, wie verkleidet.","die sehen seltsam aus, wie verkleidet.","['wie', 'aus', 'die', 'seltsam', 'verkleidet', 'sehen']","['Die', 'sehen', 'seltsam', 'aus', 'wie', 'verkleidet']","['Die', 'sehen', 'seltsam', 'aus', ',', 'wie', 'verkleidet', '.']","['der', 'sehen', 'seltsam', 'aus', ',', 'wie', 'verkleiden', '.']","['PRON', 'VERB', 'ADV', 'ADP', 'PUNCT', 'SCONJ', 'VERB', 'PUNCT']","der sehen seltsam aus , wie verkleiden .",PRON VERB ADV ADP PUNCT SCONJ VERB PUNCT
Dark__S01E08.srt,Dark,Dark S01,Dark E08,10,"0:1:40,708","0:1:42,208",Oh Gott.,oh gott.,"['gott', 'oh']","['Oh', 'Gott']","['Oh', 'Gott', '.']","['Oh', 'Gott', '.']","['PROPN', 'NOUN', 'PUNCT']",Oh Gott .,PROPN NOUN PUNCT
Dark__S01E08.srt,Dark,Dark S01,Dark E08,32,"0:3:44,208","0:3:46,125",Pünktlich wie ein Uhrwerk.,pünktlich wie ein uhrwerk.,"['ein', 'uhrwerk', 'pünktlich', 'wie']","['Pünktlich', 'wie', 'ein', 'Uhrwerk']","['Pünktlich', 'wie', 'ein', 'Uhrwerk', '.']","['Pünktlich', 'wie', 'einen', 'Uhrwerk', '.']","['ADV', 'ADP', 'DET', 'NOUN', 'PUNCT']",Pünktlich wie einen Uhrwerk .,ADV ADP DET NOUN PUNCT
Dark__S01E08.srt,Dark,Dark S01,Dark E08,33,"0:3:53,83","0:3:55,208",Wo waren wir stehen geblieben?,wo waren wir stehen geblieben?,"['geblieben', 'wir', 'waren', 'stehen', 'wo']","['Wo', 'waren', 'wir', 'stehen', 'geblieben']","['Wo', 'waren', 'wir', 'stehen', 'geblieben', '?']","['wo', 'sein', 'ich', 'stehen', 'bleiben', '?']","['ADV', 'AUX', 'PRON', 'VERB', 'VERB', 'PUNCT']",wo sein ich stehen bleiben ?,ADV AUX PRON VERB VERB PUNCT
Dark__S01E08.srt,Dark,Dark S01,Dark E08,34,"0:3:56,0","0:3:57,833",Bei der EinsteinRosenBrücke.,bei der einsteinrosenbrücke.,"['bei', 'der', 'einsteinrosenbrücke']","['Bei', 'der', 'EinsteinRosenBrücke']","['Bei', 'der', 'EinsteinRosenBrücke', '.']","['Bei', 'der', 'EinsteinRosenBrücke', '.']","['ADP', 'DET', 'PROPN', 'PUNCT']",Bei der EinsteinRosenBrücke .,ADP DET PROPN PUNCT
Dark__S01E08.srt,Dark,Dark S01,Dark E08,35,"0:3:59,333","0:4:1,0",Eine Passage,eine passage,"['eine', 'passage']","['Eine', 'Passage']","['Eine', 'Passage']","['Eine', 'Passage']","['DET', 'NOUN']",Eine Passage,DET NOUN
Dark__S01E08.srt,Dark,Dark S01,Dark E08,36,"0:4:1,83","0:4:3,958","zwischen einem schwarzen Loch, dem Eintrittsloch,","zwischen einem schwarzen loch, dem eintrittsloch,","['schwarzen', 'dem', 'zwischen', 'loch', 'eintrittsloch', 'einem']","['zwischen', 'einem', 'schwarzen', 'Loch', 'dem', 'Eintrittsloch']","['zwischen', 'einem', 'schwarzen', 'Loch', ',', 'dem', 'Eintrittsloch', ',']","['zwischen', 'einer', 'schwarz', 'Loch', ',', 'der', 'Eintrittsloch', ',']","['ADP', 'DET', 'ADJ', 'NOUN', 'PUNCT', 'DET', 'NOUN', 'PUNCT']","zwischen einer schwarz Loch , der Eintrittsloch ,",ADP DET ADJ NOUN PUNCT DET NOUN PUNCT
Dark__S01E08.srt,Dark,Dark S01,Dark E08,37,"0:4:4,42","0:4:6,417","und einem weißen Loch, dem Austrittsloch...","und einem weißen loch, dem austrittsloch...","['dem', 'loch', 'austrittsloch', 'weißen', 'und', 'einem']","['und', 'einem', 'weißen', 'Loch', 'dem', 'Austrittsloch']","['und', 'einem', 'weißen', 'Loch', ',', 'dem', 'Austrittsloch', '...']","['und', 'einer', 'weiß', 'Loch', ',', 'der', 'Austrittsloch', '...']","['CCONJ', 'DET', 'ADJ', 'NOUN', 'PUNCT', 'DET', 'NOUN', 'PUNCT']","und einer weiß Loch , der Austrittsloch ...",CCONJ DET ADJ NOUN PUNCT DET NOUN PUNCT
Dark__S01E08.srt,Dark,Dark S01,Dark E08,38,"0:4:7,667","0:4:11,583",...die Raum und Zeit miteinander verbindet.,...die raum und zeit miteinander verbindet.,"['zeit', 'raum', 'die', 'verbindet', 'miteinander', 'und']","['die', 'Raum', 'und', 'Zeit', 'miteinander', 'verbindet']","['...', 'die', 'Raum', 'und', 'Zeit', 'miteinander', 'verbindet', '.']","['...', 'der', 'Raum', 'und', 'Zeit', 'miteinander', 'verbinden', '.']","['PUNCT', 'DET', 'NOUN', 'CCONJ', 'NOUN', 'ADV', 'VERB', 'PUNCT']",... der Raum und Zeit miteinander verbinden .,PUNCT DET NOUN CCONJ NOUN ADV VERB PUNCT
Dark__S01E08.srt,Dark,Dark S01,Dark E08,39,"0:4:12,792","0:4:15,875","Wer sie durchquert, reist durch die Zeit.","wer sie durchquert, reist durch die zeit.","['durchquert', 'zeit', 'sie', 'die', 'wer', 'durch', 'reist']","['Wer', 'sie', 'durchquert', 'reist', 'durch', 'die', 'Zeit']","['Wer', 'sie', 'durchquert', ',', 'reist', 'durch', 'die', 'Zeit', '.']","['Wer', 'ich', 'durchqueren', ',', 'reisen', 'durch', 'der', 'Zeit', '.']","['PRON', 'PRON', 'VERB', 'PUNCT', 'VERB', 'ADP', 'DET', 'NOUN', 'PUNCT']","Wer ich durchqueren , reisen durch der Zeit .",PRON PRON VERB PUNCT VERB ADP DET NOUN PUNCT
Dark__S01E08.srt,Dark,Dark S01,Dark E08,40,"0:4:16,792","0:4:18,500","Tick, tack.","tick, tack.","['tack', 'tick']","['Tick', 'tack']","['Tick', ',', 'tack', '.']","['Tick', ',', 'tack', '.']","['NOUN', 'PUNCT', 'ADV', 'PUNCT']","Tick , tack .",NOUN PUNCT ADV PUNCT
Dark__S01E08.srt,Dark,Dark S01,Dark E08,43,"0:5:10,0","0:5:13,500",Unser Denken ist vom Dualismus geprägt.,unser denken ist vom dualismus geprägt.,"['ist', 'geprägt', 'vom', 'unser', 'dualismus', 'denken']","['Unser', 'Denken', 'ist', 'vom', 'Dualismus', 'geprägt']","['Unser', 'Denken', 'ist', 'vom', 'Dualismus', 'geprägt', '.']","['sich', 'Denken', 'sein', 'vom', 'Dualismus', 'prägen', '.']","['DET', 'NOUN', 'AUX', 'ADP', 'NOUN', 'VERB', 'PUNCT']",sich Denken sein vom Dualismus prägen .,DET NOUN AUX ADP NOUN VERB PUNCT
Dark__S01E08.srt,Dark,Dark S01,Dark E08,44,"0:5:14,542","0:5:17,875","Eingang, Ausgang. Schwarz, weiß. Gut, böse.","eingang, ausgang. schwarz, weiß. gut, böse.","['eingang', 'weiß', 'gut', 'böse', 'schwarz', 'ausgang']","['Eingang', 'Ausgang', 'Schwarz', 'weiß', 'Gut', 'böse']","['Eingang', ',', 'Ausgang', '.', 'Schwarz', ',', 'weiß', '.', 'Gut', ',', 'böse', '.']","['Eingang', ',', 'Ausgang', '.', 'Schwarz', ',', 'weiß', '.', 'Gut', ',', 'böse', '.']","['NOUN', 'PUNCT', 'NOUN', 'PUNCT', 'ADV', 'PUNCT', 'VERB', 'PUNCT', 'ADV', 'PUNCT', 'ADV', 'PUNCT']","Eingang , Ausgang . Schwarz , weiß . Gut , böse .",NOUN PUNCT NOUN PUNCT ADV PUNCT VERB PUNCT ADV PUNCT ADV PUNCT
Dark__S01E08.srt,Dark,Dark S01,Dark E08,45,"0:5:17,958","0:5:21,250",Alles kommt in Paaren daher.,alles kommt in paaren daher.,"['paaren', 'kommt', 'daher', 'in', 'alles']","['Alles', 'kommt', 'in', 'Paaren', 'daher']","['Alles', 'kommt', 'in', 'Paaren', 'daher', '.']","['alle', 'kommen', 'in', 'Paar', 'daher', '.']","['PRON', 'VERB', 'ADP', 'NOUN', 'ADV', 'PUNCT']",alle kommen in Paar daher .,PRON VERB ADP NOUN ADV PUNCT
Dark__S01E08.srt,Dark,Dark S01,Dark E08,46,"0:5:22,750","0:5:24,625",Aber das ist falsch.,aber das ist falsch.,"['ist', 'falsch', 'aber', 'das']","['Aber', 'das', 'ist', 'falsch']","['Aber', 'das', 'ist', 'falsch', '.']","['aber', 'der', 'sein', 'falsch', '.']","['CCONJ', 'PRON', 'AUX', 'ADV', 'PUNCT']",aber der sein falsch .,CCONJ PRON AUX ADV PUNCT
Dark__S01E08.srt,Dark,Dark S01,Dark E08,47,"0:5:27,125","0:5:30,208",Haben Sie schon mal was von der Triqueta gehört?,haben sie schon mal was von der triqueta gehört?,"['mal', 'was', 'sie', 'der', 'triqueta', 'schon', 'haben', 'gehört', 'von']","['Haben', 'Sie', 'schon', 'mal', 'was', 'von', 'der', 'Triqueta', 'gehört']","['Haben', 'Sie', 'schon', 'mal', 'was', 'von', 'der', 'Triqueta', 'gehört', '?']","['Haben', 'ich', 'schon', 'mal', 'was', 'von', 'der', 'Triqueta', 'hören', '?']","['AUX', 'PRON', 'ADV', 'ADV', 'PRON', 'ADP', 'DET', 'NOUN', 'VERB', 'PUNCT']",Haben ich schon mal was von der Triqueta hören ?,AUX PRON ADV ADV PRON ADP DET NOUN VERB PUNCT
Dark__S01E08.srt,Dark,Dark S01,Dark E08,48,"0:5:31,125","0:5:32,917",Der Knoten der Dreisamkeit.,der knoten der dreisamkeit.,"['der', 'dreisamkeit', 'knoten']","['Der', 'Knoten', 'der', 'Dreisamkeit']","['Der', 'Knoten', 'der', 'Dreisamkeit', '.']","['der', 'Knoten', 'der', 'Dreisamkeit', '.']","['DET', 'NOUN', 'DET', 'NOUN', 'PUNCT']",der Knoten der Dreisamkeit .,DET NOUN DET NOUN PUNCT
Dark__S01E08.srt,Dark,Dark S01,Dark E08,49,"0:5:33,0","0:5:36,375",Ohne eine dritte Dimension ist nichts vollkommen.,ohne eine dritte dimension ist nichts vollkommen.,"['vollkommen', 'ist', 'eine', 'nichts', 'dimension', 'dritte', 'ohne']","['Ohne', 'eine', 'dritte', 'Dimension', 'ist', 'nichts', 'vollkommen']","['Ohne', 'eine', 'dritte', 'Dimension', 'ist', 'nichts', 'vollkommen', '.']","['ohne', 'einen', 'dritt', 'Dimension', 'sein', 'nichts', 'vollkommen', '.']","['ADP', 'DET', 'ADJ', 'NOUN', 'AUX', 'PRON', 'ADV', 'PUNCT']",ohne einen dritt Dimension sein nichts vollkommen .,ADP DET ADJ NOUN AUX PRON ADV PUNCT
Dark__S01E08.srt,Dark,Dark S01,Dark E08,50,"0:5:36,458","0:5:39,583",Es gibt nicht nur ein Oben und ein Unten.,es gibt nicht nur ein oben und ein unten.,"['unten', 'nur', 'ein', 'oben', 'nicht', 'und', 'gibt', 'es']","['Es', 'gibt', 'nicht', 'nur', 'ein', 'Oben', 'und', 'ein', 'Unten']","['Es', 'gibt', 'nicht', 'nur', 'ein', 'Oben', 'und', 'ein', 'Unten', '.']","['ich', 'geben', 'nicht', 'nur', 'einen', 'Oben', 'und', 'einen', 'Unten', '.']","['PRON', 'VERB', 'PART', 'ADV', 'DET', 'NOUN', 'CCONJ', 'DET', 'NOUN', 'PUNCT']",ich geben nicht nur einen Oben und einen Unten .,PRON VERB PART ADV DET NOUN CCONJ DET NOUN PUNCT
