Unique_ID,Show_Name,Season,Episode,Line_Index,Start,End,Dialogue,Dialogue_lower,Dialogue_Set_Words,Dialogue_Words,Dialogue_Tokens_Text,Dialogue_Tokens_Lemmas,Dialogue_Tokens_POS_Tags,Dialogue_Lemmas_Pattern,Dialogue_POS_Tags_Pattern
Babylon_Berlin__S03E10.srt,Babylon Berlin,Babylon Berlin S03,Babylon Berlin E10,2,"0:0:8,800","0:0:10,360","Bisher bei Babylon Berlin,","bisher bei babylon berlin,","['bei', 'babylon', 'bisher', 'berlin']","['Bisher', 'bei', 'Babylon', 'Berlin']","['Bisher', 'bei', 'Babylon', 'Berlin', ',']","['Bisher', 'bei', 'Babylon', 'Berlin', ',']","['ADV', 'ADP', 'PROPN', 'PROPN', 'PUNCT']","Bisher bei Babylon Berlin ,",ADV ADP PROPN PROPN PUNCT
Babylon_Berlin__S03E10.srt,Babylon Berlin,Babylon Berlin S03,Babylon Berlin E10,4,"0:0:14,440","0:0:15,480",Vera.,vera.,['vera'],['Vera'],"['Vera', '.']","['Vera', '.']","['PROPN', 'PUNCT']",Vera .,PROPN PUNCT
Babylon_Berlin__S03E10.srt,Babylon Berlin,Babylon Berlin S03,Babylon Berlin E10,5,"0:0:15,560","0:0:16,960",Er ist dein bester Freund.,er ist dein bester freund.,"['freund', 'ist', 'dein', 'bester', 'er']","['Er', 'ist', 'dein', 'bester', 'Freund']","['Er', 'ist', 'dein', 'bester', 'Freund', '.']","['ich', 'sein', 'mein', 'gut', 'Freund', '.']","['PRON', 'AUX', 'DET', 'ADJ', 'NOUN', 'PUNCT']",ich sein mein gut Freund .,PRON AUX DET ADJ NOUN PUNCT
Babylon_Berlin__S03E10.srt,Babylon Berlin,Babylon Berlin S03,Babylon Berlin E10,6,"0:0:17,40","0:0:19,160",Er ist wie ein Bruder. Er ist Familie.,er ist wie ein bruder. er ist familie.,"['ist', 'ein', 'familie', 'wie', 'bruder', 'er']","['Er', 'ist', 'wie', 'ein', 'Bruder', 'Er', 'ist', 'Familie']","['Er', 'ist', 'wie', 'ein', 'Bruder', '.', 'Er', 'ist', 'Familie', '.']","['ich', 'sein', 'wie', 'einen', 'Bruder', '.', 'ich', 'sein', 'Familie', '.']","['PRON', 'AUX', 'ADP', 'DET', 'NOUN', 'PUNCT', 'PRON', 'AUX', 'NOUN', 'PUNCT']",ich sein wie einen Bruder . ich sein Familie .,PRON AUX ADP DET NOUN PUNCT PRON AUX NOUN PUNCT
Babylon_Berlin__S03E10.srt,Babylon Berlin,Babylon Berlin S03,Babylon Berlin E10,7,"0:0:19,240","0:0:20,680",Nein. Er ist ein Judas.,nein. er ist ein judas.,"['nein', 'judas', 'ist', 'ein', 'er']","['Nein', 'Er', 'ist', 'ein', 'Judas']","['Nein', '.', 'Er', 'ist', 'ein', 'Judas', '.']","['Nein', '.', 'ich', 'sein', 'einen', 'Judas', '.']","['PART', 'PUNCT', 'PRON', 'AUX', 'DET', 'NOUN', 'PUNCT']",Nein . ich sein einen Judas .,PART PUNCT PRON AUX DET NOUN PUNCT
Babylon_Berlin__S03E10.srt,Babylon Berlin,Babylon Berlin S03,Babylon Berlin E10,8,"0:0:22,160","0:0:23,0",Verdammt.,verdammt.,['verdammt'],['Verdammt'],"['Verdammt', '.']","['Verdammt', '.']","['VERB', 'PUNCT']",Verdammt .,VERB PUNCT
Babylon_Berlin__S03E10.srt,Babylon Berlin,Babylon Berlin S03,Babylon Berlin E10,9,"0:0:23,80","0:0:25,320","Wenn wir Weintraub nicht innerhalb von 24 Stunden finden,","wenn wir weintraub nicht innerhalb von 24 stunden finden,","['stunden', 'wir', 'finden', 'innerhalb', 'wenn', 'weintraub', '24', 'nicht', 'von']","['Wenn', 'wir', 'Weintraub', 'nicht', 'innerhalb', 'von', '24', 'Stunden', 'finden']","['Wenn', 'wir', 'Weintraub', 'nicht', 'innerhalb', 'von', '24', 'Stunden', 'finden', ',']","['Wenn', 'ich', 'Weintraub', 'nicht', 'innerhalb', 'von', '24', 'Stunde', 'finden', ',']","['SCONJ', 'PRON', 'NOUN', 'PART', 'ADP', 'ADP', 'NUM', 'NOUN', 'VERB', 'PUNCT']","Wenn ich Weintraub nicht innerhalb von 24 Stunde finden ,",SCONJ PRON NOUN PART ADP ADP NUM NOUN VERB PUNCT
Babylon_Berlin__S03E10.srt,Babylon Berlin,Babylon Berlin S03,Babylon Berlin E10,10,"0:0:25,400","0:0:27,520",stehen wir im Auge eines Höllensturms.,stehen wir im auge eines höllensturms.,"['wir', 'im', 'eines', 'höllensturms', 'auge', 'stehen']","['stehen', 'wir', 'im', 'Auge', 'eines', 'Höllensturms']","['stehen', 'wir', 'im', 'Auge', 'eines', 'Höllensturms', '.']","['stehen', 'ich', 'im', 'Auge', 'ein', 'Höllensturms', '.']","['VERB', 'PRON', 'ADP', 'NOUN', 'DET', 'NOUN', 'PUNCT']",stehen ich im Auge ein Höllensturms .,VERB PRON ADP NOUN DET NOUN PUNCT
Babylon_Berlin__S03E10.srt,Babylon Berlin,Babylon Berlin S03,Babylon Berlin E10,11,"0:0:28,680","0:0:31,160","Ich will, dass wir die Gelegenheit nutzen,","ich will, dass wir die gelegenheit nutzen,","['gelegenheit', 'wir', 'die', 'dass', 'will', 'ich', 'nutzen']","['Ich', 'will', 'dass', 'wir', 'die', 'Gelegenheit', 'nutzen']","['Ich', 'will', ',', 'dass', 'wir', 'die', 'Gelegenheit', 'nutzen', ',']","['Ich', 'wollen', ',', 'dass', 'ich', 'der', 'Gelegenheit', 'nutzen', ',']","['PRON', 'VERB', 'PUNCT', 'SCONJ', 'PRON', 'DET', 'NOUN', 'VERB', 'PUNCT']","Ich wollen , dass ich der Gelegenheit nutzen ,",PRON VERB PUNCT SCONJ PRON DET NOUN VERB PUNCT
Babylon_Berlin__S03E10.srt,Babylon Berlin,Babylon Berlin S03,Babylon Berlin E10,12,"0:0:31,240","0:0:33,840",einen radikalen gesellschaftlichen Neuanfang zu gestalten.,einen radikalen gesellschaftlichen neuanfang zu gestalten.,"['neuanfang', 'gestalten', 'radikalen', 'einen', 'gesellschaftlichen', 'zu']","['einen', 'radikalen', 'gesellschaftlichen', 'Neuanfang', 'zu', 'gestalten']","['einen', 'radikalen', 'gesellschaftlichen', 'Neuanfang', 'zu', 'gestalten', '.']","['ein', 'radikal', 'gesellschaftlich', 'Neuanfang', 'zu', 'gestalten', '.']","['DET', 'ADJ', 'ADJ', 'NOUN', 'PART', 'VERB', 'PUNCT']",ein radikal gesellschaftlich Neuanfang zu gestalten .,DET ADJ ADJ NOUN PART VERB PUNCT
