Unique_ID,Show_Name,Season,Episode,Line_Index,Start,End,Dialogue,Dialogue_lower,Dialogue_Set_Words,Dialogue_Words,Dialogue_Tokens_Text,Dialogue_Tokens_Lemmas,Dialogue_Tokens_POS_Tags,Dialogue_Lemmas_Pattern,Dialogue_POS_Tags_Pattern
Babylon_Berlin__S03E03.srt,Babylon Berlin,Babylon Berlin S03,Babylon Berlin E03,2,"0:0:8,880","0:0:10,680","Bisher bei Babylon Berlin,","bisher bei babylon berlin,","['bei', 'babylon', 'bisher', 'berlin']","['Bisher', 'bei', 'Babylon', 'Berlin']","['Bisher', 'bei', 'Babylon', 'Berlin', ',']","['Bisher', 'bei', 'Babylon', 'Berlin', ',']","['ADV', 'ADP', 'PROPN', 'PROPN', 'PUNCT']","Bisher bei Babylon Berlin ,",ADV ADP PROPN PROPN PUNCT
Babylon_Berlin__S03E03.srt,Babylon Berlin,Babylon Berlin S03,Babylon Berlin E03,3,"0:0:11,640","0:0:14,640","Sollte sich herausstellen, dass wir es bei dem Tod von Betty Winter","sollte sich herausstellen, dass wir es bei dem tod von betty winter","['betty', 'dem', 'tod', 'wir', 'sollte', 'herausstellen', 'sich', 'dass', 'winter', 'bei', 'von', 'es']","['Sollte', 'sich', 'herausstellen', 'dass', 'wir', 'es', 'bei', 'dem', 'Tod', 'von', 'Betty', 'Winter']","['Sollte', 'sich', 'herausstellen', ',', 'dass', 'wir', 'es', 'bei', 'dem', 'Tod', 'von', 'Betty', 'Winter']","['sollen', 'sich', 'herausstellen', ',', 'dass', 'ich', 'ich', 'bei', 'der', 'Tod', 'von', 'Betty', 'Winter']","['AUX', 'PRON', 'VERB', 'PUNCT', 'SCONJ', 'PRON', 'PRON', 'ADP', 'DET', 'NOUN', 'ADP', 'NOUN', 'PROPN']","sollen sich herausstellen , dass ich ich bei der Tod von Betty Winter",AUX PRON VERB PUNCT SCONJ PRON PRON ADP DET NOUN ADP NOUN PROPN
Babylon_Berlin__S03E03.srt,Babylon Berlin,Babylon Berlin S03,Babylon Berlin E03,4,"0:0:14,720","0:0:17,960","mit einem Mord zu tun haben, so wird die Allianz keinen Pfennig erstatten.","mit einem mord zu tun haben, so wird die allianz keinen pfennig erstatten.","['so', 'keinen', 'tun', 'die', 'haben', 'wird', 'allianz', 'mord', 'zu', 'erstatten', 'mit', 'einem', 'pfennig']","['mit', 'einem', 'Mord', 'zu', 'tun', 'haben', 'so', 'wird', 'die', 'Allianz', 'keinen', 'Pfennig', 'erstatten']","['mit', 'einem', 'Mord', 'zu', 'tun', 'haben', ',', 'so', 'wird', 'die', 'Allianz', 'keinen', 'Pfennig', 'erstatten', '.']","['mit', 'einer', 'Mord', 'zu', 'tun', 'haben', ',', 'so', 'werden', 'der', 'Allianz', 'kein', 'Pfennig', 'erstatten', '.']","['ADP', 'DET', 'NOUN', 'PART', 'VERB', 'AUX', 'PUNCT', 'ADV', 'AUX', 'DET', 'NOUN', 'DET', 'NOUN', 'VERB', 'PUNCT']","mit einer Mord zu tun haben , so werden der Allianz kein Pfennig erstatten .",ADP DET NOUN PART VERB AUX PUNCT ADV AUX DET NOUN DET NOUN VERB PUNCT
Babylon_Berlin__S03E03.srt,Babylon Berlin,Babylon Berlin S03,Babylon Berlin E03,5,"0:0:18,40","0:0:20,480","Sabotieren sollt ich den Dreh. Schwierigkeiten machen,","sabotieren sollt ich den dreh. schwierigkeiten machen,","['sollt', 'dreh', 'sabotieren', 'schwierigkeiten', 'machen', 'den', 'ich']","['Sabotieren', 'sollt', 'ich', 'den', 'Dreh', 'Schwierigkeiten', 'machen']","['Sabotieren', 'sollt', 'ich', 'den', 'Dreh', '.', 'Schwierigkeiten', 'machen', ',']","['Sabotieren', 'sollen', 'ich', 'der', 'Dreh', '.', 'Schwierigkeit', 'machen', ',']","['NOUN', 'VERB', 'PRON', 'DET', 'NOUN', 'PUNCT', 'NOUN', 'VERB', 'PUNCT']","Sabotieren sollen ich der Dreh . Schwierigkeit machen ,",NOUN VERB PRON DET NOUN PUNCT NOUN VERB PUNCT
Babylon_Berlin__S03E03.srt,Babylon Berlin,Babylon Berlin S03,Babylon Berlin E03,6,"0:0:20,560","0:0:21,680",aber doch keinen umbringen.,aber doch keinen umbringen.,"['doch', 'umbringen', 'keinen', 'aber']","['aber', 'doch', 'keinen', 'umbringen']","['aber', 'doch', 'keinen', 'umbringen', '.']","['aber', 'doch', 'kein', 'umbringen', '.']","['ADV', 'ADV', 'PRON', 'VERB', 'PUNCT']",aber doch kein umbringen .,ADV ADV PRON VERB PUNCT
Babylon_Berlin__S03E03.srt,Babylon Berlin,Babylon Berlin S03,Babylon Berlin E03,8,"0:0:26,440","0:0:27,640",Ist es entzündet?,ist es entzündet?,"['es', 'entzündet', 'ist']","['Ist', 'es', 'entzündet']","['Ist', 'es', 'entzündet', '?']","['sein', 'ich', 'entzünden', '?']","['AUX', 'PRON', 'VERB', 'PUNCT']",sein ich entzünden ?,AUX PRON VERB PUNCT
Babylon_Berlin__S03E03.srt,Babylon Berlin,Babylon Berlin S03,Babylon Berlin E03,9,"0:0:27,720","0:0:29,280",Greta Overbeck und ich stehen uns nahe.,greta overbeck und ich stehen uns nahe.,"['greta', 'und', 'uns', 'stehen', 'nahe', 'overbeck', 'ich']","['Greta', 'Overbeck', 'und', 'ich', 'stehen', 'uns', 'nahe']","['Greta', 'Overbeck', 'und', 'ich', 'stehen', 'uns', 'nahe', '.']","['Greta', 'Overbeck', 'und', 'ich', 'stehen', 'sich', 'nahe', '.']","['PROPN', 'PROPN', 'CCONJ', 'PRON', 'VERB', 'PRON', 'ADP', 'PUNCT']",Greta Overbeck und ich stehen sich nahe .,PROPN PROPN CCONJ PRON VERB PRON ADP PUNCT
Babylon_Berlin__S03E03.srt,Babylon Berlin,Babylon Berlin S03,Babylon Berlin E03,10,"0:0:29,360","0:0:30,960",Den Eindruck macht sie aber nicht.,den eindruck macht sie aber nicht.,"['sie', 'aber', 'macht', 'den', 'nicht', 'eindruck']","['Den', 'Eindruck', 'macht', 'sie', 'aber', 'nicht']","['Den', 'Eindruck', 'macht', 'sie', 'aber', 'nicht', '.']","['der', 'Eindruck', 'machen', 'ich', 'aber', 'nicht', '.']","['DET', 'NOUN', 'VERB', 'PRON', 'ADV', 'PART', 'PUNCT']",der Eindruck machen ich aber nicht .,DET NOUN VERB PRON ADV PART PUNCT
Babylon_Berlin__S03E03.srt,Babylon Berlin,Babylon Berlin S03,Babylon Berlin E03,11,"0:0:31,40","0:0:34,280",Wieso denn das? Sie lehnt ausdrücklich jeden Kontakt ab.,wieso denn das? sie lehnt ausdrücklich jeden kontakt ab.,"['sie', 'das', 'jeden', 'kontakt', 'ab', 'lehnt', 'wieso', 'ausdrücklich', 'denn']","['Wieso', 'denn', 'das', 'Sie', 'lehnt', 'ausdrücklich', 'jeden', 'Kontakt', 'ab']","['Wieso', 'denn', 'das', '?', 'Sie', 'lehnt', 'ausdrücklich', 'jeden', 'Kontakt', 'ab', '.']","['Wieso', 'denn', 'der', '?', 'ich', 'lehnen', 'ausdrücklich', 'jed', 'Kontakt', 'ab', '.']","['ADV', 'ADV', 'PRON', 'PUNCT', 'PRON', 'VERB', 'ADV', 'DET', 'NOUN', 'ADP', 'PUNCT']",Wieso denn der ? ich lehnen ausdrücklich jed Kontakt ab .,ADV ADV PRON PUNCT PRON VERB ADV DET NOUN ADP PUNCT
Babylon_Berlin__S03E03.srt,Babylon Berlin,Babylon Berlin S03,Babylon Berlin E03,12,"0:0:34,360","0:0:36,720","Begehrst du die Frau, mit der du lebst? Ja.","begehrst du die frau, mit der du lebst? ja.","['lebst', 'du', 'der', 'ja', 'die', 'frau', 'begehrst', 'mit']","['Begehrst', 'du', 'die', 'Frau', 'mit', 'der', 'du', 'lebst', 'Ja']","['Begehrst', 'du', 'die', 'Frau', ',', 'mit', 'der', 'du', 'lebst', '?', 'Ja', '.']","['Begehrst', 'du', 'der', 'Frau', ',', 'mit', 'der', 'du', 'leben', '?', 'Ja', '.']","['VERB', 'PRON', 'DET', 'NOUN', 'PUNCT', 'ADP', 'PRON', 'PRON', 'ADV', 'PUNCT', 'PART', 'PUNCT']","Begehrst du der Frau , mit der du leben ? Ja .",VERB PRON DET NOUN PUNCT ADP PRON PRON ADV PUNCT PART PUNCT
