Unique_ID,Show_Name,Season,Episode,Line_Index,Start,End,Dialogue,Dialogue_lower,Dialogue_Set_Words,Dialogue_Words,Dialogue_Tokens_Text,Dialogue_Tokens_Lemmas,Dialogue_Tokens_POS_Tags,Dialogue_Lemmas_Pattern,Dialogue_POS_Tags_Pattern
Babylon_Berlin__S02E07.srt,Babylon Berlin,Babylon Berlin S02,Babylon Berlin E07,2,"0:0:17,800","0:0:19,760","Bisher bei ""Babylon Berlin"",","bisher bei ""babylon berlin"",","['bei', 'babylon', 'bisher', 'berlin']","['Bisher', 'bei', 'Babylon', 'Berlin']","['Bisher', 'bei', '""', 'Babylon', 'Berlin', '""', ',']","['Bisher', 'bei', '""', 'Babylon', 'Berlin', '""', ',']","['ADV', 'ADP', 'PUNCT', 'PROPN', 'PROPN', 'PUNCT', 'PUNCT']","Bisher bei "" Babylon Berlin "" ,",ADV ADP PUNCT PROPN PROPN PUNCT PUNCT
Babylon_Berlin__S02E07.srt,Babylon Berlin,Babylon Berlin S02,Babylon Berlin E07,3,"0:0:20,360","0:0:21,600","""29.04.","""29.04.",['29.04.'],['29.04.'],"['""', '29.04.']","['""', '29.04.']","['PUNCT', 'PUNCT']",""" 29.04.",PUNCT PUNCT
Babylon_Berlin__S02E07.srt,Babylon Berlin,Babylon Berlin S02,Babylon Berlin E07,4,"0:0:21,680","0:0:25,360","Mehrfach fällt das Stichwort Prangertag für eine Geheimoperation.""","mehrfach fällt das stichwort prangertag für eine geheimoperation.""","['geheimoperation', 'für', 'das', 'mehrfach', 'eine', 'stichwort', 'fällt', 'prangertag']","['Mehrfach', 'fällt', 'das', 'Stichwort', 'Prangertag', 'für', 'eine', 'Geheimoperation']","['Mehrfach', 'fällt', 'das', 'Stichwort', 'Prangertag', 'für', 'eine', 'Geheimoperation', '.', '""']","['Mehrfach', 'fällen', 'der', 'Stichwort', 'Prangertag', 'für', 'einen', 'Geheimoperation', '.', '""']","['PROPN', 'VERB', 'DET', 'NOUN', 'NOUN', 'ADP', 'DET', 'NOUN', 'PUNCT', 'PUNCT']","Mehrfach fällen der Stichwort Prangertag für einen Geheimoperation . """,PROPN VERB DET NOUN NOUN ADP DET NOUN PUNCT PUNCT
Babylon_Berlin__S02E07.srt,Babylon Berlin,Babylon Berlin S02,Babylon Berlin E07,5,"0:0:25,440","0:0:26,800",Der Zug wird zurückgeschickt.,der zug wird zurückgeschickt.,"['wird', 'der', 'zug', 'zurückgeschickt']","['Der', 'Zug', 'wird', 'zurückgeschickt']","['Der', 'Zug', 'wird', 'zurückgeschickt', '.']","['der', 'Zug', 'werden', 'zurückgeschickt', '.']","['DET', 'NOUN', 'AUX', 'VERB', 'PUNCT']",der Zug werden zurückgeschickt .,DET NOUN AUX VERB PUNCT
Babylon_Berlin__S02E07.srt,Babylon Berlin,Babylon Berlin S02,Babylon Berlin E07,6,"0:0:26,880","0:0:28,440",Und damit auch der Waggon mit dem Gold.,und damit auch der waggon mit dem gold.,"['gold', 'dem', 'auch', 'der', 'waggon', 'damit', 'und', 'mit']","['Und', 'damit', 'auch', 'der', 'Waggon', 'mit', 'dem', 'Gold']","['Und', 'damit', 'auch', 'der', 'Waggon', 'mit', 'dem', 'Gold', '.']","['und', 'damit', 'auch', 'der', 'Waggon', 'mit', 'der', 'Gold', '.']","['CCONJ', 'ADV', 'ADV', 'DET', 'NOUN', 'ADP', 'DET', 'NOUN', 'PUNCT']",und damit auch der Waggon mit der Gold .,CCONJ ADV ADV DET NOUN ADP DET NOUN PUNCT
Babylon_Berlin__S02E07.srt,Babylon Berlin,Babylon Berlin S02,Babylon Berlin E07,7,"0:0:28,520","0:0:30,280",In dem Waggon ist kein Gold.,in dem waggon ist kein gold.,"['kein', 'gold', 'dem', 'ist', 'waggon', 'in']","['In', 'dem', 'Waggon', 'ist', 'kein', 'Gold']","['In', 'dem', 'Waggon', 'ist', 'kein', 'Gold', '.']","['In', 'der', 'Waggon', 'sein', 'kein', 'Gold', '.']","['ADP', 'DET', 'NOUN', 'AUX', 'DET', 'NOUN', 'PUNCT']",In der Waggon sein kein Gold .,ADP DET NOUN AUX DET NOUN PUNCT
Babylon_Berlin__S02E07.srt,Babylon Berlin,Babylon Berlin S02,Babylon Berlin E07,8,"0:0:30,360","0:0:32,400",Die Waggonnummern wurden ausgetauscht.,die waggonnummern wurden ausgetauscht.,"['waggonnummern', 'wurden', 'ausgetauscht', 'die']","['Die', 'Waggonnummern', 'wurden', 'ausgetauscht']","['Die', 'Waggonnummern', 'wurden', 'ausgetauscht', '.']","['der', 'Waggonnummern', 'werden', 'austauschen', '.']","['DET', 'NOUN', 'AUX', 'VERB', 'PUNCT']",der Waggonnummern werden austauschen .,DET NOUN AUX VERB PUNCT
Babylon_Berlin__S02E07.srt,Babylon Berlin,Babylon Berlin S02,Babylon Berlin E07,9,"0:0:32,480","0:0:34,840",Das Gold soll auf dem Weg zurück nach Russland,das gold soll auf dem weg zurück nach russland,"['gold', 'dem', 'weg', 'zurück', 'nach', 'das', 'soll', 'russland', 'auf']","['Das', 'Gold', 'soll', 'auf', 'dem', 'Weg', 'zurück', 'nach', 'Russland']","['Das', 'Gold', 'soll', 'auf', 'dem', 'Weg', 'zurück', 'nach', 'Russland']","['der', 'Gold', 'soll', 'auf', 'der', 'Weg', 'zurück', 'nach', 'Russland']","['DET', 'NOUN', 'AUX', 'ADP', 'DET', 'NOUN', 'ADV', 'ADP', 'NOUN']",der Gold soll auf der Weg zurück nach Russland,DET NOUN AUX ADP DET NOUN ADV ADP NOUN
Babylon_Berlin__S02E07.srt,Babylon Berlin,Babylon Berlin S02,Babylon Berlin E07,10,"0:0:34,920","0:0:37,360",noch vor der Grenze rausgeholt werden mit 'nem Überfall.,noch vor der grenze rausgeholt werden mit 'nem überfall.,"['rausgeholt', 'der', 'werden', 'überfall', ""'nem"", 'grenze', 'vor', 'mit', 'noch']","['noch', 'vor', 'der', 'Grenze', 'rausgeholt', 'werden', 'mit', ""'nem"", 'Überfall']","['noch', 'vor', 'der', 'Grenze', 'rausgeholt', 'werden', 'mit', ""'nem"", 'Überfall', '.']","['noch', 'vor', 'der', 'Grenze', 'rausgeholt', 'werden', 'mit', ""'nem"", 'Überfall', '.']","['ADV', 'ADP', 'DET', 'NOUN', 'VERB', 'AUX', 'ADP', 'DET', 'NOUN', 'PUNCT']",noch vor der Grenze rausgeholt werden mit 'nem Überfall .,ADV ADP DET NOUN VERB AUX ADP DET NOUN PUNCT
Babylon_Berlin__S02E07.srt,Babylon Berlin,Babylon Berlin S02,Babylon Berlin E07,11,"0:0:37,440","0:0:38,800",Von Männern der Schwarzen Reichswehr.,von männern der schwarzen reichswehr.,"['schwarzen', 'reichswehr', 'der', 'männern', 'von']","['Von', 'Männern', 'der', 'Schwarzen', 'Reichswehr']","['Von', 'Männern', 'der', 'Schwarzen', 'Reichswehr', '.']","['Von', 'Mann', 'der', 'Schwarze', 'Reichswehr', '.']","['ADP', 'NOUN', 'DET', 'ADJ', 'NOUN', 'PUNCT']",Von Mann der Schwarze Reichswehr .,ADP NOUN DET ADJ NOUN PUNCT
