Unique_ID,Show_Name,Season,Episode,Line_Index,Start,End,Dialogue,Dialogue_lower,Dialogue_Set_Words,Dialogue_Words,Dialogue_Tokens_Text,Dialogue_Tokens_Lemmas,Dialogue_Tokens_POS_Tags,Dialogue_Lemmas_Pattern,Dialogue_POS_Tags_Pattern
Babylon_Berlin__S01E08.srt,Babylon Berlin,Babylon Berlin S01,Babylon Berlin E08,2,"0:0:17,680","0:0:19,320","Bisher bei ""Babylon Berlin"",","bisher bei ""babylon berlin"",","['bei', 'babylon', 'bisher', 'berlin']","['Bisher', 'bei', 'Babylon', 'Berlin']","['Bisher', 'bei', '""', 'Babylon', 'Berlin', '""', ',']","['Bisher', 'bei', '""', 'Babylon', 'Berlin', '""', ',']","['ADV', 'ADP', 'PUNCT', 'PROPN', 'PROPN', 'PUNCT', 'PUNCT']","Bisher bei "" Babylon Berlin "" ,",ADV ADP PUNCT PROPN PROPN PUNCT PUNCT
Babylon_Berlin__S01E08.srt,Babylon Berlin,Babylon Berlin S01,Babylon Berlin E08,3,"0:0:19,400","0:0:21,160",Ich bin der Fritz. Greta.,ich bin der fritz. greta.,"['greta', 'der', 'bin', 'fritz', 'ich']","['Ich', 'bin', 'der', 'Fritz', 'Greta']","['Ich', 'bin', 'der', 'Fritz', '.', 'Greta', '.']","['Ich', 'sein', 'der', 'Fritz', '.', 'Greta', '.']","['PRON', 'AUX', 'DET', 'PROPN', 'PUNCT', 'PROPN', 'PUNCT']",Ich sein der Fritz . Greta .,PRON AUX DET PROPN PUNCT PROPN PUNCT
Babylon_Berlin__S01E08.srt,Babylon Berlin,Babylon Berlin S01,Babylon Berlin E08,4,"0:0:21,240","0:0:22,760",Greta. Schöner Name.,greta. schöner name.,"['name', 'greta', 'schöner']","['Greta', 'Schöner', 'Name']","['Greta', '.', 'Schöner', 'Name', '.']","['Greta', '.', 'Schöner', 'Name', '.']","['PROPN', 'PUNCT', 'ADJ', 'NOUN', 'PUNCT']",Greta . Schöner Name .,PROPN PUNCT ADJ NOUN PUNCT
Babylon_Berlin__S01E08.srt,Babylon Berlin,Babylon Berlin S01,Babylon Berlin E08,5,"0:0:22,840","0:0:26,200","Ich muss Ihnen nicht sagen, dass alles, was Ihnen in diesem Haus zu Gehör kommt,","ich muss ihnen nicht sagen, dass alles, was ihnen in diesem haus zu gehör kommt,","['was', 'diesem', 'sagen', 'haus', 'zu', 'kommt', 'muss', 'dass', 'ihnen', 'gehör', 'in', 'alles', 'nicht', 'ich']","['Ich', 'muss', 'Ihnen', 'nicht', 'sagen', 'dass', 'alles', 'was', 'Ihnen', 'in', 'diesem', 'Haus', 'zu', 'Gehör', 'kommt']","['Ich', 'muss', 'Ihnen', 'nicht', 'sagen', ',', 'dass', 'alles', ',', 'was', 'Ihnen', 'in', 'diesem', 'Haus', 'zu', 'Gehör', 'kommt', ',']","['Ich', 'muss', 'ich', 'nicht', 'sagen', ',', 'dass', 'alle', ',', 'was', 'ich', 'in', 'dies', 'Haus', 'zu', 'Gehör', 'kommen', ',']","['PRON', 'VERB', 'PRON', 'PART', 'VERB', 'PUNCT', 'SCONJ', 'PRON', 'PUNCT', 'PRON', 'PRON', 'ADP', 'DET', 'NOUN', 'ADP', 'NOUN', 'VERB', 'PUNCT']","Ich muss ich nicht sagen , dass alle , was ich in dies Haus zu Gehör kommen ,",PRON VERB PRON PART VERB PUNCT SCONJ PRON PUNCT PRON PRON ADP DET NOUN ADP NOUN VERB PUNCT
Babylon_Berlin__S01E08.srt,Babylon Berlin,Babylon Berlin S01,Babylon Berlin E08,6,"0:0:26,280","0:0:27,480",strengster Geheimhaltung unterliegt.,strengster geheimhaltung unterliegt.,"['geheimhaltung', 'strengster', 'unterliegt']","['strengster', 'Geheimhaltung', 'unterliegt']","['strengster', 'Geheimhaltung', 'unterliegt', '.']","['streng', 'Geheimhaltung', 'unterliegen', '.']","['ADJ', 'NOUN', 'VERB', 'PUNCT']",streng Geheimhaltung unterliegen .,ADJ NOUN VERB PUNCT
Babylon_Berlin__S01E08.srt,Babylon Berlin,Babylon Berlin S01,Babylon Berlin E08,7,"0:0:27,560","0:0:28,800","Nein, das weiß ich.","nein, das weiß ich.","['ich', 'nein', 'weiß', 'das']","['Nein', 'das', 'weiß', 'ich']","['Nein', ',', 'das', 'weiß', 'ich', '.']","['Nein', ',', 'der', 'weiß', 'ich', '.']","['PART', 'PUNCT', 'PRON', 'VERB', 'PRON', 'PUNCT']","Nein , der weiß ich .",PART PUNCT PRON VERB PRON PUNCT
Babylon_Berlin__S01E08.srt,Babylon Berlin,Babylon Berlin S01,Babylon Berlin E08,8,"0:0:28,880","0:0:31,640",In dem Lokschuppen da lagert 13mal schwerer Landesverrat,in dem lokschuppen da lagert 13mal schwerer landesverrat,"['dem', 'lokschuppen', 'landesverrat', 'da', 'in', '13mal', 'schwerer', 'lagert']","['In', 'dem', 'Lokschuppen', 'da', 'lagert', '13mal', 'schwerer', 'Landesverrat']","['In', 'dem', 'Lokschuppen', 'da', 'lagert', '13mal', 'schwerer', 'Landesverrat']","['In', 'der', 'Lokschuppen', 'da', 'lagern', '13mal', 'schwer', 'Landesverrat']","['ADP', 'DET', 'NOUN', 'ADV', 'VERB', 'ADV', 'ADJ', 'NOUN']",In der Lokschuppen da lagern 13mal schwer Landesverrat,ADP DET NOUN ADV VERB ADV ADJ NOUN
Babylon_Berlin__S01E08.srt,Babylon Berlin,Babylon Berlin S01,Babylon Berlin E08,9,"0:0:31,720","0:0:34,280",wegen illegaler Einfuhr von Kampfstoffen.,wegen illegaler einfuhr von kampfstoffen.,"['illegaler', 'wegen', 'von', 'einfuhr', 'kampfstoffen']","['wegen', 'illegaler', 'Einfuhr', 'von', 'Kampfstoffen']","['wegen', 'illegaler', 'Einfuhr', 'von', 'Kampfstoffen', '.']","['wegen', 'illegal', 'Einfuhr', 'von', 'Kampfstoffen', '.']","['ADP', 'ADJ', 'NOUN', 'ADP', 'NOUN', 'PUNCT']",wegen illegal Einfuhr von Kampfstoffen .,ADP ADJ NOUN ADP NOUN PUNCT
Babylon_Berlin__S01E08.srt,Babylon Berlin,Babylon Berlin S01,Babylon Berlin E08,10,"0:0:34,360","0:0:37,560","Flakgeschosse, Panzer, schwerstes Geschütz, und jetzt, Giftgas.","flakgeschosse, panzer, schwerstes geschütz, und jetzt, giftgas.","['geschütz', 'giftgas', 'panzer', 'jetzt', 'flakgeschosse', 'schwerstes', 'und']","['Flakgeschosse', 'Panzer', 'schwerstes', 'Geschütz', 'und', 'jetzt', 'Giftgas']","['Flakgeschosse', ',', 'Panzer', ',', 'schwerstes', 'Geschütz', ',', 'und', 'jetzt', ',', 'Giftgas', '.']","['Flakgeschosse', ',', 'Panzer', ',', 'schwer', 'Geschütz', ',', 'und', 'jetzt', ',', 'Giftgas', '.']","['NOUN', 'PUNCT', 'NOUN', 'PUNCT', 'ADJ', 'NOUN', 'PUNCT', 'CCONJ', 'ADV', 'PUNCT', 'NOUN', 'PUNCT']","Flakgeschosse , Panzer , schwer Geschütz , und jetzt , Giftgas .",NOUN PUNCT NOUN PUNCT ADJ NOUN PUNCT CCONJ ADV PUNCT NOUN PUNCT
Babylon_Berlin__S01E08.srt,Babylon Berlin,Babylon Berlin S01,Babylon Berlin E08,11,"0:0:37,640","0:0:38,960",Wo ist der Film?,wo ist der film?,"['wo', 'film', 'der', 'ist']","['Wo', 'ist', 'der', 'Film']","['Wo', 'ist', 'der', 'Film', '?']","['wo', 'sein', 'der', 'Film', '?']","['ADV', 'AUX', 'DET', 'NOUN', 'PUNCT']",wo sein der Film ?,ADV AUX DET NOUN PUNCT
