Unique_ID,Show_Name,Season,Episode,Line_Index,Start,End,Dialogue,Dialogue_lower,Dialogue_Set_Words,Dialogue_Words,Dialogue_Tokens_Text,Dialogue_Tokens_Lemmas,Dialogue_Tokens_POS_Tags,Dialogue_Lemmas_Pattern,Dialogue_POS_Tags_Pattern
Babylon_Berlin__S03E07.srt,Babylon Berlin,Babylon Berlin S03,Babylon Berlin E07,2,"0:0:8,800","0:0:10,120","Bisher bei Babylon Berlin,","bisher bei babylon berlin,","['bei', 'babylon', 'bisher', 'berlin']","['Bisher', 'bei', 'Babylon', 'Berlin']","['Bisher', 'bei', 'Babylon', 'Berlin', ',']","['Bisher', 'bei', 'Babylon', 'Berlin', ',']","['ADV', 'ADP', 'PROPN', 'PROPN', 'PUNCT']","Bisher bei Babylon Berlin ,",ADV ADP PROPN PROPN PUNCT
Babylon_Berlin__S03E07.srt,Babylon Berlin,Babylon Berlin S03,Babylon Berlin E07,3,"0:0:10,200","0:0:14,40",Ich suche nach diesen beiden Abkürzungen. O.W. und F.H.,ich suche nach diesen beiden abkürzungen. o.w. und f.h.,"['f.h.', 'suche', 'und', 'ich', 'diesen', 'beiden', 'o.w.', 'abkürzungen', 'nach']","['Ich', 'suche', 'nach', 'diesen', 'beiden', 'Abkürzungen', 'O.W.', 'und', 'F.H.']","['Ich', 'suche', 'nach', 'diesen', 'beiden', 'Abkürzungen', '.', 'O.W.', 'und', 'F.H.']","['Ich', 'suche', 'nach', 'dies', 'beid', 'Abkürzung', '.', 'O.W.', 'und', 'F.H.']","['PRON', 'VERB', 'ADP', 'DET', 'DET', 'NOUN', 'PUNCT', 'NOUN', 'CCONJ', 'PROPN']",Ich suche nach dies beid Abkürzung . O.W. und F.H.,PRON VERB ADP DET DET NOUN PUNCT NOUN CCONJ PROPN
Babylon_Berlin__S03E07.srt,Babylon Berlin,Babylon Berlin S03,Babylon Berlin E07,4,"0:0:14,120","0:0:16,80",Ja.  Gehen Sie zum Anfang zurück.,ja.  gehen sie zum anfang zurück.,"['zurück', 'sie', 'gehen', 'ja', 'anfang', 'zum']","['Ja', 'Gehen', 'Sie', 'zum', 'Anfang', 'zurück']","['Ja', '.', ' ', 'Gehen', 'Sie', 'zum', 'Anfang', 'zurück', '.']","['Ja', '.', ' ', 'Gehen', 'ich', 'zum', 'Anfang', 'zurück', '.']","['PART', 'PUNCT', 'SPACE', 'VERB', 'PRON', 'ADP', 'NOUN', 'ADV', 'PUNCT']",Ja .   Gehen ich zum Anfang zurück .,PART PUNCT SPACE VERB PRON ADP NOUN ADV PUNCT
Babylon_Berlin__S03E07.srt,Babylon Berlin,Babylon Berlin S03,Babylon Berlin E07,5,"0:0:16,160","0:0:17,960","""Da waren so lustige Jungs, dachte ich.","""da waren so lustige jungs, dachte ich.","['so', 'waren', 'da', 'ich', 'jungs', 'lustige', 'dachte']","['Da', 'waren', 'so', 'lustige', 'Jungs', 'dachte', 'ich']","['""', 'Da', 'waren', 'so', 'lustige', 'Jungs', ',', 'dachte', 'ich', '.']","['""', 'da', 'sein', 'so', 'lustige', 'Jungs', ',', 'denken', 'ich', '.']","['PUNCT', 'ADV', 'AUX', 'ADV', 'ADJ', 'NOUN', 'PUNCT', 'VERB', 'PRON', 'PUNCT']",""" da sein so lustige Jungs , denken ich .",PUNCT ADV AUX ADV ADJ NOUN PUNCT VERB PRON PUNCT
Babylon_Berlin__S03E07.srt,Babylon Berlin,Babylon Berlin S03,Babylon Berlin E07,6,"0:0:18,40","0:0:19,960","Einer hieß Fritz Höckert, der andere Otto.""","einer hieß fritz höckert, der andere otto.""","['andere', 'der', 'fritz', 'höckert', 'hieß', 'einer', 'otto']","['Einer', 'hieß', 'Fritz', 'Höckert', 'der', 'andere', 'Otto']","['Einer', 'hieß', 'Fritz', 'Höckert', ',', 'der', 'andere', 'Otto', '.', '""']","['Einer', 'heißen', 'Fritz', 'Höckert', ',', 'der', 'ander', 'Otto', '.', '""']","['PRON', 'VERB', 'PROPN', 'PROPN', 'PUNCT', 'DET', 'ADJ', 'PROPN', 'PUNCT', 'PUNCT']","Einer heißen Fritz Höckert , der ander Otto . """,PRON VERB PROPN PROPN PUNCT DET ADJ PROPN PUNCT PUNCT
Babylon_Berlin__S03E07.srt,Babylon Berlin,Babylon Berlin S03,Babylon Berlin E07,7,"0:0:20,40","0:0:22,240",Sie haben unter falschen Namen gehandelt.,sie haben unter falschen namen gehandelt.,"['sie', 'unter', 'gehandelt', 'falschen', 'haben', 'namen']","['Sie', 'haben', 'unter', 'falschen', 'Namen', 'gehandelt']","['Sie', 'haben', 'unter', 'falschen', 'Namen', 'gehandelt', '.']","['ich', 'haben', 'unter', 'falsch', 'Name', 'handeln', '.']","['PRON', 'AUX', 'ADP', 'ADJ', 'NOUN', 'VERB', 'PUNCT']",ich haben unter falsch Name handeln .,PRON AUX ADP ADJ NOUN VERB PUNCT
Babylon_Berlin__S03E07.srt,Babylon Berlin,Babylon Berlin S03,Babylon Berlin E07,8,"0:0:22,320","0:0:24,760",Richard Pechtmann... Das sind die Mörder von Benda.,richard pechtmann... das sind die mörder von benda.,"['das', 'richard', 'benda', 'sind', 'die', 'pechtmann', 'mörder', 'von']","['Richard', 'Pechtmann', 'Das', 'sind', 'die', 'Mörder', 'von', 'Benda']","['Richard', 'Pechtmann', '...', 'Das', 'sind', 'die', 'Mörder', 'von', 'Benda', '.']","['Richard', 'Pechtmann', '...', 'der', 'sein', 'der', 'Mörder', 'von', 'Benda', '.']","['PROPN', 'PROPN', 'PUNCT', 'PRON', 'AUX', 'DET', 'NOUN', 'ADP', 'PROPN', 'PUNCT']",Richard Pechtmann ... der sein der Mörder von Benda .,PROPN PROPN PUNCT PRON AUX DET NOUN ADP PROPN PUNCT
Babylon_Berlin__S03E07.srt,Babylon Berlin,Babylon Berlin S03,Babylon Berlin E07,9,"0:0:24,840","0:0:28,320","Was wir gerade jetzt und hier erleben, das ist eine Manie an der Börse.","was wir gerade jetzt und hier erleben, das ist eine manie an der börse.","['an', 'manie', 'börse', 'was', 'gerade', 'erleben', 'wir', 'das', 'ist', 'der', 'eine', 'hier', 'jetzt', 'und']","['Was', 'wir', 'gerade', 'jetzt', 'und', 'hier', 'erleben', 'das', 'ist', 'eine', 'Manie', 'an', 'der', 'Börse']","['Was', 'wir', 'gerade', 'jetzt', 'und', 'hier', 'erleben', ',', 'das', 'ist', 'eine', 'Manie', 'an', 'der', 'Börse', '.']","['Was', 'ich', 'gerade', 'jetzt', 'und', 'hier', 'erleben', ',', 'der', 'sein', 'einen', 'Manie', 'an', 'der', 'Börse', '.']","['PRON', 'PRON', 'ADV', 'ADV', 'CCONJ', 'ADV', 'VERB', 'PUNCT', 'PRON', 'AUX', 'DET', 'NOUN', 'ADP', 'DET', 'NOUN', 'PUNCT']","Was ich gerade jetzt und hier erleben , der sein einen Manie an der Börse .",PRON PRON ADV ADV CCONJ ADV VERB PUNCT PRON AUX DET NOUN ADP DET NOUN PUNCT
Babylon_Berlin__S03E07.srt,Babylon Berlin,Babylon Berlin S03,Babylon Berlin E07,10,"0:0:28,400","0:0:32,480",Und dieser Ahrensen und seine jüdische Finanzwirtschaft sind nichts anderes,und dieser ahrensen und seine jüdische finanzwirtschaft sind nichts anderes,"['dieser', 'seine', 'anderes', 'sind', 'ahrensen', 'jüdische', 'nichts', 'finanzwirtschaft', 'und']","['Und', 'dieser', 'Ahrensen', 'und', 'seine', 'jüdische', 'Finanzwirtschaft', 'sind', 'nichts', 'anderes']","['Und', 'dieser', 'Ahrensen', 'und', 'seine', 'jüdische', 'Finanzwirtschaft', 'sind', 'nichts', 'anderes']","['und', 'dies', 'Ahrensen', 'und', 'mein', 'jüdische', 'Finanzwirtschaft', 'sein', 'nichts', 'ander']","['CCONJ', 'DET', 'NOUN', 'CCONJ', 'DET', 'ADJ', 'NOUN', 'AUX', 'DET', 'PRON']",und dies Ahrensen und mein jüdische Finanzwirtschaft sein nichts ander,CCONJ DET NOUN CCONJ DET ADJ NOUN AUX DET PRON
Babylon_Berlin__S03E07.srt,Babylon Berlin,Babylon Berlin S03,Babylon Berlin E07,11,"0:0:32,560","0:0:36,360","als eine staatlich subventionierte, internationale Verbrecherclique.","als eine staatlich subventionierte, internationale verbrecherclique.","['staatlich', 'eine', 'als', 'subventionierte', 'verbrecherclique', 'internationale']","['als', 'eine', 'staatlich', 'subventionierte', 'internationale', 'Verbrecherclique']","['als', 'eine', 'staatlich', 'subventionierte', ',', 'internationale', 'Verbrecherclique', '.']","['als', 'einen', 'staatlich', 'subventionierte', ',', 'internationale', 'Verbrecherclique', '.']","['ADP', 'DET', 'ADV', 'ADJ', 'PUNCT', 'ADJ', 'NOUN', 'PUNCT']","als einen staatlich subventionierte , internationale Verbrecherclique .",ADP DET ADV ADJ PUNCT ADJ NOUN PUNCT
